source,target,time
9,2,182530
43,19,182538
43,52,182538
43,2,182538
43,59,182538
42,2,182550
42,18,182554
42,65,182554
3,8,182558
10,74,182572
12,13,182578
22,20,182583
35,9,182589
35,31,182589
35,13,182596
8,32,182597
35,1,182603
35,45,182603
35,2,182603
45,2,182607
13,18,182615
18,42,182627
32,50,182629
32,26,182629
32,65,182629
21,31,182630
6,59,182631
27,45,182632
55,41,182635
31,2,182637
14,27,182638
9,31,182640
9,14,182640
9,32,182640
9,13,182640
14,21,182645
14,30,182645
9,35,182645
14,9,182645
9,45,182645
14,59,182645
14,31,182645
55,20,182649
2,65,182650
2,50,182650
55,22,182656
42,6,182673
10,22,182684
10,55,182684
12,31,182689
48,2,182689
48,59,182689
22,16,182706
16,22,182708
26,42,182710
8,24,182711
8,27,182711
8,14,182711
8,35,182711
26,31,182716
35,21,182722
35,31,182722
8,21,182725
8,2,182725
45,21,182726
45,14,182726
35,9,182729
8,35,182732
24,32,182732
8,9,182732
8,45,182732
24,8,182732
8,31,182732
24,21,182732
24,2,182732
13,6,182736
13,12,182736
21,80,182739
21,62,182739
1,44,182740
18,31,182742
18,12,182747
27,6,182753
27,9,182753
31,14,182761
2,12,182766
6,9,182766
2,42,182766
6,2,182766
14,32,182771
43,74,182776
43,10,182776
43,55,182776
42,26,182794
42,61,182794
3,41,182805
3,21,182805
3,31,182805
26,2,182828
13,26,182852
13,42,182859
20,55,182860
31,9,182875
31,10,182875
31,35,182875
31,59,182875
31,45,182875
6,27,182878
9,6,182885
9,21,182885
55,16,182894
55,36,182894
42,65,182913
10,74,182927
48,6,182928
12,18,182929
12,26,182929
35,24,182949
35,45,182949
22,48,182950
22,10,182950
22,36,182950
16,20,182964
20,74,182977
13,27,182979
13,31,182979
8,31,182983
13,48,182986
13,9,182986
13,60,182986
18,6,182987
18,37,182987
45,35,182987
2,65,182987
6,42,182989
2,18,182990
2,45,182991
2,37,182991
2,6,182991
61,32,182993
31,13,182998
31,48,182998
31,27,182998
14,32,183000
42,45,183037
48,36,183041
48,22,183041
48,74,183041
48,55,183041
48,43,183048
12,6,183051
3,2,183055
10,36,183055
48,59,183055
10,43,183055
26,6,183064
26,65,183064
26,18,183064
26,12,183064
22,55,183065
16,55,183081
18,42,183106
45,10,183106
45,31,183106
2,60,183107
2,3,183107
2,61,183107
2,42,183107
2,26,183107
13,35,183108
27,3,183111
27,48,183111
27,60,183111
45,9,183113
6,18,183114
2,12,183114
21,9,183116
21,31,183116
21,27,183116
9,10,183122
9,31,183122
32,65,183128
32,2,183128
32,6,183128
32,12,183131
32,42,183131
32,3,183135
32,60,183135
32,35,183135
43,36,183139
43,22,183139
42,27,183160
42,3,183160
42,9,183160
3,27,183165
3,48,183165
3,9,183165
10,31,183173
10,45,183173
10,14,183173
10,35,183173
26,37,183179
35,10,183187
35,31,183187
16,74,183191
20,16,183222
2,9,183228
61,18,183229
18,2,183230
18,45,183230
18,61,183230
2,62,183235
61,26,183236
61,6,183236
8,41,183240
32,65,183244
32,2,183244
3,8,183288
3,21,183288
3,14,183288
42,35,183293
10,9,183295
12,61,183295
12,3,183295
12,42,183295
15,47,183296
35,9,183300
48,10,183305
48,3,183305
48,27,183305
13,10,183328
13,45,183328
45,42,183333
45,6,183333
45,18,183333
20,22,183341
9,3,183343
9,13,183343
20,74,183348
20,55,183348
6,10,183350
6,9,183350
6,31,183350
6,35,183350
21,43,183353
27,2,183356
27,42,183356
2,23,183360
2,10,183360
2,26,183360
2,31,183360
18,74,183367
18,36,183367
18,55,183367
31,27,183374
31,23,183374
31,2,183374
55,20,183388
55,16,183388
3,42,183403
3,61,183403
3,26,183403
26,12,183414
26,45,183414
26,2,183414
10,13,183419
26,3,183421
26,65,183421
26,61,183421
19,59,183423
35,48,183426
35,27,183426
48,21,183427
13,23,183442
45,3,183456
45,12,183456
45,61,183456
45,26,183456
61,60,183465
61,45,183465
61,42,183465
61,30,183465
61,2,183465
6,59,183465
27,12,183477
27,3,183477
18,48,183486
32,60,183488
31,45,183490
31,48,183490
2,5,183495
2,18,183495
2,23,183502
3,27,183516
42,48,183520
42,8,183520
3,19,183523
19,61,183536
19,60,183536
19,3,183536
19,26,183536
26,9,183540
19,12,183543
19,27,183543
16,20,183549
16,55,183549
48,10,183562
48,31,183562
45,60,183571
1,45,183576
1,16,183576
21,5,183579
9,27,183580
9,31,183580
61,3,183587
9,42,183594
9,35,183594
27,19,183601
27,60,183601
9,48,183608
9,2,183615
9,10,183615
2,26,183626
55,36,183639
55,16,183639
42,12,183643
76,193,183651
26,35,183661
19,89,183662
35,2,183664
35,13,183664
35,19,183664
48,9,183671
48,59,183671
23,13,183684
23,6,183684
23,35,183684
23,18,183684
23,26,183684
23,9,183684
23,31,183684
21,74,183690
6,45,183712
43,21,183719
9,23,183725
31,59,183726
8,23,183728
31,26,183733
31,23,183733
55,74,183752
55,20,183752
10,23,183753
35,60,183779
35,26,183779
26,45,183780
26,48,183780
26,65,183780
22,53,183784
22,55,183784
23,10,183799
23,2,183799
23,5,183799
14,22,183808
45,2,183810
45,5,183810
45,59,183810
5,8,183811
5,10,183811
5,9,183811
21,22,183813
27,3,183833
18,26,183836
9,5,183853
9,16,183853
9,13,183859
32,14,183863
10,18,183876
10,5,183876
42,65,183878
3,89,183880
3,20,183887
12,8,183887
76,194,183892
19,20,183900
26,61,183904
35,37,183907
48,42,183915
45,1,183922
1,16,183926
20,59,183940
61,26,183946
61,8,183946
61,41,183946
61,9,183946
43,5,183956
43,6,183956
43,59,183956
43,74,183963
31,5,183967
8,48,183969
8,65,183969
43,22,183970
8,18,183976
8,42,183976
43,21,183984
9,61,183984
43,5,183984
9,41,183984
9,8,183984
10,2,183990
2,22,183993
2,61,183993
3,48,183997
42,2,183997
3,125,183997
10,59,184011
19,48,184017
10,6,184018
10,31,184018
35,13,184025
10,2,184025
26,59,184027
26,23,184027
26,5,184027
26,31,184027
22,21,184030
48,8,184040
5,59,184049
5,26,184049
20,19,184060
20,60,184060
27,3,184076
31,61,184080
31,23,184080
31,22,184080
6,59,184092
32,35,184095
9,35,184109
42,23,184109
2,55,184110
55,26,184124
3,19,184125
10,8,184135
10,61,184135
76,193,184138
35,9,184147
16,45,184151
22,26,184158
26,55,184160
15,47,184161
48,19,184175
20,89,184175
31,18,184197
31,5,184197
6,22,184211
8,12,184213
6,5,184218
9,37,184222
2,42,184225
3,27,184243
12,42,184250
12,8,184250
12,27,184250
76,194,184257
35,32,184271
45,16,184293
47,15,184293
5,6,184294
5,61,184294
5,31,184294
20,3,184301
31,22,184324
61,2,184326
61,5,184326
61,22,184326
6,55,184328
61,31,184333
55,31,184354
55,61,184354
55,8,184354
55,2,184354
12,65,184361
3,20,184365
13,53,184382
19,18,184385
22,8,184388
22,42,184388
16,1,184391
22,12,184395
10,16,184395
48,60,184405
48,3,184405
18,8,184428
18,22,184428
18,65,184428
18,12,184435
8,22,184443
8,55,184443
61,55,184443
61,23,184443
27,3,184446
2,35,184462
2,31,184462
32,19,184466
23,42,184484
35,22,184493
35,9,184493
19,32,184509
10,55,184520
48,18,184522
48,20,184522
18,19,184545
18,3,184545
18,48,184545
27,19,184558
31,61,184570
31,42,184570
23,61,184593
23,31,184593
55,22,184594
55,35,184594
32,22,184594
9,55,184597
42,61,184598
12,55,184599
3,18,184602
35,37,184605
76,195,184620
14,13,184636
1,10,184638
22,35,184639
22,19,184639
45,1,184657
5,61,184658
18,60,184673
21,42,184674
21,6,184674
21,5,184674
6,5,184676
27,18,184682
2,61,184706
9,37,184724
35,55,184728
19,22,184731
10,45,184757
10,1,184757
22,14,184763
22,32,184763
22,60,184763
1,16,184768
21,61,184783
21,55,184783
21,23,184783
61,5,184791
18,20,184791
8,12,184799
32,55,184817
32,14,184817
55,8,184820
55,12,184820
3,27,184823
2,23,184833
35,52,184842
35,31,184842
35,61,184842
19,27,184843
19,20,184843
9,55,184845
23,61,184846
35,5,184849
35,2,184849
16,45,184849
16,10,184849
35,6,184856
35,26,184870
35,21,184870
35,53,184870
15,47,184875
35,13,184877
45,16,184879
45,55,184879
5,31,184880
10,16,184880
48,3,184886
1,45,184888
48,22,184893
8,55,184909
18,3,184913
6,42,184915
21,2,184915
20,18,184921
20,60,184928
20,19,184928
55,18,184930
55,65,184930
3,22,184946
3,18,184946
19,55,184966
2,21,184972
22,55,184985
22,37,184985
35,30,184987
5,2,184992
47,15,185009
48,20,185021
55,23,185042
55,5,185042
21,26,185042
55,2,185042
21,5,185042
55,42,185049
55,21,185049
55,6,185049
21,23,185049
32,9,185058
3,32,185067
3,27,185067
19,48,185080
9,22,185082
19,32,185087
19,22,185094
3,27,185094
3,19,185094
3,22,185094
16,45,185100
16,1,185107
22,9,185113
22,32,185113
8,65,185131
48,60,185133
27,18,185140
6,20,185153
6,42,185160
21,62,185176
21,2,185176
32,60,185178
31,5,185179
2,26,185217
26,61,185219
22,18,185222
22,48,185222
22,19,185222
22,27,185227
22,65,185227
45,1,185228
48,22,185244
10,1,185249
27,3,185252
18,22,185259
1,10,185262
1,45,185262
6,21,185270
20,2,185271
47,15,185276
21,43,185292
32,18,185293
32,3,185300
3,60,185339
3,32,185339
3,27,185339
13,14,185344
26,44,185347
26,21,185347
19,60,185352
19,32,185352
19,3,185359
16,10,185366
8,12,185366
18,60,185371
18,32,185371
45,16,185373
5,26,185374
5,31,185374
10,16,185381
55,35,185395
32,19,185419
32,60,185419
32,22,185419
42,5,185429
23,21,185445
13,60,185453
22,3,185454
22,18,185454
26,5,185465
8,9,185475
19,27,185484
27,60,185486
31,45,185525
31,16,185525
32,18,185540
22,32,185563
3,32,185589
48,19,185605
8,37,185607
8,9,185607
10,44,185613
10,1,185613
1,10,185615
14,32,185629
45,1,185633
5,31,185634
55,35,185641
22,65,185674
42,5,185695
3,48,185702
26,22,185711
48,60,185720
8,125,185728
35,30,185732
31,55,185762
31,74,185762
9,8,185778
22,31,185797
22,23,185797
22,2,185797
22,61,185797
12,15,185806
13,14,185813
43,21,185814
26,61,185824
27,19,185836
27,3,185836
27,60,185836
8,9,185842
19,48,185846
48,19,185846
10,44,185848
55,31,185866
55,30,185866
55,74,185866
31,35,185883
21,5,185912
32,18,185920
15,26,185933
15,2,185933
15,5,185933
15,61,185940
3,66,185949
3,19,185949
10,16,185963
27,66,185964
2,5,185968
19,66,185969
1,10,185971
19,27,185976
16,10,185976
35,30,185980
61,26,185990
18,32,186013
18,66,186020
13,32,186036
23,2,186037
32,66,186039
12,3,186042
15,12,186054
8,37,186075
27,19,186077
48,66,186086
48,32,186086
19,3,186097
19,48,186097
1,45,186100
35,30,186108
55,35,186114
5,42,186126
26,61,186168
26,42,186168
3,65,186190
3,35,186190
3,15,186190
27,35,186194
27,48,186194
27,15,186194
3,19,186202
19,15,186210
2,26,186212
1,44,186216
19,35,186217
35,74,186233
35,21,186233
14,2,186244
5,21,186247
18,15,186251
32,13,186266
32,9,186266
13,8,186270
13,9,186270
15,18,186291
15,35,186291
15,19,186291
15,27,186291
48,15,186333
48,3,186333
48,60,186333
48,19,186333
19,27,186338
19,66,186338
31,18,186339
48,18,186340
1,10,186341
35,26,186345
9,32,186346
45,16,186366
14,2,186376
15,48,186400
15,66,186400
10,16,186411
10,1,186411
42,5,186433
8,13,186445
3,2,186448
35,15,186465
35,19,186465
35,27,186465
35,66,186465
48,35,186466
48,27,186466
2,60,186467
2,45,186467
48,66,186473
55,30,186475
16,1,186477
45,1,186487
5,42,186488
18,42,186498
26,2,186555
3,15,186560
8,37,186562
35,48,186575
61,60,186593
55,18,186595
9,13,186599
32,9,186617
45,10,186619
32,14,186624
18,74,186626
18,31,186626
18,55,186626
13,8,186627
15,48,186635
15,27,186635
3,61,186680
42,5,186681
19,48,186702
2,37,186710
2,32,186710
61,1,186721
45,44,186731
5,42,186732
15,60,186751
14,32,186751
18,55,186753
13,55,186753
10,61,186764
3,26,186790
42,48,186806
27,2,186809
27,48,186809
26,3,186812
2,14,186823
55,9,186832
55,8,186832
45,55,186851
45,2,186851
45,62,186851
61,3,186853
32,9,186855
61,60,186860
18,31,186867
13,9,186875
10,16,186889
8,37,186919
8,55,186919
27,35,186934
9,32,186946
9,55,186946
55,13,186953
32,2,186981
32,14,186981
42,5,187038
48,2,187044
1,10,187070
9,8,187072
5,31,187087
32,55,187098
15,19,187102
15,27,187102
18,81,187111
10,16,187124
19,2,187168
48,31,187170
16,10,187175
2,19,187181
55,2,187186
55,32,187186
27,8,187187
18,5,187231
18,26,187231
21,47,187234
15,8,187243
35,27,187261
35,19,187268
19,8,187278
48,42,187282
2,55,187296
1,35,187322
1,66,187322
18,31,187341
8,35,187382
8,27,187382
35,8,187387
55,37,187409
2,9,187412
26,42,187413
26,30,187420
27,2,187432
1,19,187445
13,55,187479
8,15,187496
19,10,187500
19,16,187500
16,1,187507
16,35,187514
2,14,187521
55,32,187530
55,2,187537
27,32,187563
27,65,187563
14,47,187582
14,15,187582
32,14,187590
32,55,187590
21,5,187592
35,10,187607
15,65,187612
35,16,187614
35,1,187621
19,1,187626
19,66,187626
2,27,187631
16,44,187633
16,19,187633
47,21,187645
5,26,187650
55,13,187654
1,10,187685
32,27,187703
61,3,187707
15,48,187721
10,35,187727
35,19,187739
35,66,187739
8,65,187741
16,66,187744
35,16,187746
55,9,187774
23,48,187806
10,66,187844
15,26,187846
19,44,187846
15,47,187846
16,35,187867
16,19,187867
25,61,187874
47,5,187884
48,15,187893
26,21,187905
1,16,187914
27,32,187920
27,2,187920
27,8,187934
14,18,187936
61,25,187951
42,52,187962
10,19,187964
16,1,187985
19,16,187985
15,48,187987
47,15,187998
5,15,188010
55,37,188015
48,42,188017
9,32,188032
32,37,188047
12,8,188047
42,5,188073
35,1,188085
13,55,188085
2,55,188098
2,48,188098
16,35,188106
15,47,188114
48,12,188130
5,30,188135
55,2,188138
55,13,188138
23,15,188156
32,9,188161
32,9,188182
32,55,188182
42,26,188182
32,27,188189
27,8,188196
55,32,188249
9,55,188253
1,35,188266
32,37,188306
32,48,188306
21,24,188324
48,32,188351
15,14,188358
5,26,188363
1,10,188397
27,32,188427
19,35,188446
19,66,188446
48,2,188474
2,27,188475
2,48,188475
2,37,188475
47,14,188483
9,13,188495
14,5,188504
42,13,188549
13,26,188563
13,5,188563
32,55,188566
16,10,188579
16,35,188579
47,15,188601
55,32,188601
55,48,188601
48,32,188602
2,9,188603
2,55,188603
14,48,188627
23,15,188631
42,48,188660
21,23,188678
13,42,188680
35,16,188694
26,15,188703
55,2,188724
55,37,188724
48,2,188733
23,47,188742
14,8,188750
24,21,188752
61,25,188757
31,14,188765
10,16,188778
42,24,188782
42,5,188782
48,27,188861
23,52,188864
48,32,188868
14,26,188870
1,16,188896
1,19,188896
1,10,188896
27,2,188901
13,48,188932
2,74,188938
26,48,188940
26,23,188940
26,18,188940
26,21,188940
18,14,188975
23,26,188986
23,21,188986
1,35,189021
10,1,189023
42,15,189034
42,47,189034
13,42,189055
47,24,189075
5,13,189083
9,2,189096
24,26,189100
24,23,189100
18,8,189101
48,42,189118
1,66,189140
10,19,189143
12,32,189147
8,26,189149
42,32,189159
31,5,189166
35,1,189172
26,2,189181
26,18,189181
26,8,189181
13,15,189182
47,8,189196
5,48,189203
5,52,189203
5,42,189203
5,24,189203
5,2,189203
61,60,189215
18,26,189227
48,52,189231
48,24,189231
10,1,189257
1,19,189265
16,44,189297
13,32,189310
47,15,189317
5,18,189318
24,52,189327
24,42,189327
15,8,189336
15,47,189336
18,5,189345
8,47,189382
1,66,189400
1,44,189400
35,44,189405
26,48,189416
26,14,189416
26,8,189416
16,19,189418
13,24,189427
15,52,189450
15,42,189450
48,8,189478
48,14,189478
48,26,189485
8,14,189506
10,19,189507
10,44,189507
35,66,189514
1,19,189515
19,44,189532
31,8,189532
2,32,189537
47,42,189538
16,66,189539
32,15,189552
15,32,189559
42,2,189626
42,23,189626
19,1,189644
12,19,189648
26,47,189649
26,15,189649
47,15,189652
47,32,189652
2,1,189664
32,42,189664
32,52,189664
15,26,189668
13,32,189669
18,8,189697
27,23,189720
8,31,189746
1,2,189747
42,26,189747
42,9,189747
1,37,189747
35,1,189756
16,10,189760
16,44,189760
26,5,189775
31,23,189777
2,55,189784
31,26,189784
2,23,189784
13,19,189788
5,52,189794
5,42,189794
5,32,189794
24,2,189798
19,2,189867
32,52,189901
26,10,189901
26,23,189901
55,2,189903
55,1,189903
55,19,189903
55,16,189903
23,26,189941
23,27,189941
23,2,189941
10,16,189970
19,32,189988
16,5,189995
26,31,190019
26,9,190019
26,19,190019
26,2,190019
55,26,190029
23,1,190053
23,42,190053
23,31,190060
23,26,190067
23,19,190067
42,52,190089
10,24,190093
14,18,190096
16,55,190119
32,26,190134
26,8,190136
26,18,190136
9,2,190137
9,1,190137
9,19,190137
55,8,190142
18,8,190173
27,23,190185
23,9,190191
23,55,190191
23,42,190191
42,19,190203
14,19,190224
14,8,190224
19,66,190225
19,9,190225
19,18,190225
8,9,190229
8,55,190229
19,55,190232
16,5,190232
9,42,190253
9,55,190253
55,9,190254
55,19,190254
18,19,190282
43,10,190286
10,43,190320
42,9,190324
42,55,190324
19,1,190346
55,1,190370
9,66,190377
9,30,190377
32,37,190470
19,42,190473
1,55,190594
19,8,190596
9,41,190617
43,1,190630
15,47,190648
23,55,190662
27,76,190674
42,26,190682
19,55,190707
1,23,190710
55,19,190736
18,8,190754
23,35,190793
42,18,190809
35,23,190820
8,18,190823
19,23,190833
19,26,190833
22,1,190833
19,18,190833
19,35,190833
26,8,190847
55,8,190848
55,14,190848
55,9,190855
55,23,190855
55,18,190855
9,42,190861
18,26,190875
23,22,190917
8,9,190935
8,22,190942
8,14,190942
8,55,190942
19,14,190947
19,8,190947
19,37,190947
22,8,190948
22,9,190948
1,26,190952
26,42,190956
26,9,190956
26,19,190956
5,16,190983
9,8,190987
9,14,190987
43,213,190994
10,213,191028
23,37,191029
23,8,191036
27,23,191045
27,8,191045
22,42,191064
22,19,191064
22,26,191064
16,5,191066
26,22,191070
26,18,191070
8,23,191073
8,1,191080
8,19,191080
9,22,191100
9,26,191100
18,9,191125
15,47,191144
23,27,191161
26,42,191198
18,42,191236
48,76,191246
42,52,191283
23,8,191284
32,5,191295
26,9,191315
26,18,191315
9,18,191328
26,35,191428
48,76,191494
35,26,191514
43,213,191589
10,43,191623
42,26,191633
35,89,191638
26,42,191676
26,9,191676
9,26,191694
42,9,191856
5,16,191903
1,26,191918
77,100,191924
16,36,192002
16,5,192002
18,1,192049
4,35,192085
5,36,192145
18,89,192166
61,60,192202
42,9,192213
10,43,192224
26,89,192262
5,91,192267
5,16,192267
1,18,192269
18,24,192282
9,24,192302
9,42,192302
24,5,192307
24,91,192307
43,213,192321
15,47,192331
35,202,192361
16,5,192368
8,20,192402
18,1,192406
20,8,192437
10,43,192479
9,42,192546
5,91,192637
48,76,192799
16,5,192835
5,16,192862
18,26,192890
18,89,192890
26,18,192956
47,15,192979
42,9,193048
35,4,193074
32,5,193077
5,9,193097
32,9,193194
43,10,193291
35,202,193329
61,60,193364
26,89,193442
5,91,193456
27,23,193469
48,76,193504
9,5,193510
4,35,193593
5,16,193601
5,41,193718
42,9,193780
16,91,193809
35,4,193814
61,60,193856
42,26,193904
42,32,193904
22,104,193919
35,202,193931
26,32,194031
22,94,194053
22,105,194053
16,91,194060
27,23,194061
5,41,194065
61,181,194081
32,26,194141
23,27,194149
5,41,194203
21,10,194238
21,43,194245
23,180,194277
23,181,194277
18,26,194331
18,42,194331
23,27,194394
4,35,194431
18,32,194451
48,76,194456
22,106,194557
43,21,194604
10,43,194638
26,18,194647
35,4,194655
16,91,194658
10,21,194753
18,26,194811
21,43,194950
1,67,194951
12,113,194952
42,18,194994
16,18,195017
22,107,195040
42,48,195109
14,221,195154
18,42,195180
43,21,195205
23,260,195237
35,202,195255
4,35,195259
21,10,195420
18,92,195423
32,127,195443
43,10,195446
48,42,195504
27,68,195586
35,4,195603
19,221,195609
8,20,195634
5,52,195637
43,21,195691
27,23,195709
27,142,195716
22,108,195741
10,21,195851
23,142,195857
5,9,195877
14,221,195877
27,107,195962
23,60,195967
8,20,196119
20,8,196134
27,23,196228
27,143,196228
42,86,196300
23,143,196448
42,48,196545
4,35,196562
48,127,196577
8,20,196608
23,27,196814
18,94,196857
42,48,196905
4,35,196912
48,42,196953
12,113,196965
32,128,197011
35,4,197053
27,144,197064
32,129,197128
48,42,197311
14,19,197384
14,221,197384
35,202,197408
23,144,197413
27,23,197435
26,201,197531
22,109,197560
23,94,197667
23,261,197667
23,27,197667
4,35,197732
14,55,197754
35,4,197880
23,148,197900
48,42,197923
14,205,197988
23,108,198026
23,71,198026
14,55,198113
14,19,198113
19,14,198119
35,10,198130
35,43,198130
26,46,198143
1,69,198145
1,68,198145
23,261,198146
23,27,198160
23,104,198160
42,48,198223
3,60,198224
35,4,198258
14,47,198340
23,69,198404
14,19,198456
55,19,198462
55,14,198462
26,201,198488
19,55,198490
23,93,198525
23,94,198525
23,27,198525
48,42,198637
19,205,198742
35,4,198747
14,47,198794
27,145,198807
4,35,198809
55,205,198821
26,201,198850
19,47,198855
23,27,198875
61,25,198899
27,146,198942
19,14,198986
25,61,198993
23,93,198996
23,145,198996
47,55,199005
47,205,199005
47,19,199121
23,262,199123
23,146,199123
18,93,199148
27,68,199312
26,201,199572
19,14,199585
14,47,199647
35,55,199710
47,14,199727
55,35,199791
42,48,199801
26,46,199822
35,43,199828
18,93,199865
27,147,200014
26,201,200189
47,19,200211
42,48,200285
23,262,200305
48,42,200323
27,147,200345
18,94,200471
10,43,200575
26,198,200668
42,48,200762
48,42,200918
1,70,201095
42,48,201130
23,234,201153
27,147,201205
27,23,201205
23,27,201264
19,14,201279
18,93,201449
47,14,201449
24,164,201541
1,70,201562
42,48,201615
48,42,201635
14,19,201695
3,60,201756
27,97,201897
19,14,201901
18,93,201928
42,48,201993
8,26,202028
8,43,202035
1,70,202047
23,146,202089
1,70,202185
23,147,202216
42,48,202349
27,146,202386
24,106,202394
23,146,202463
26,8,202482
48,42,202488
19,32,202492
8,43,202502
8,26,202502
43,26,202552
10,43,202586
10,8,202586
8,10,202615
1,70,202649
43,8,202672
1,70,202780
23,147,202819
27,109,202869
23,27,202934
18,93,203139
18,95,203139
1,70,203155
25,61,203223
19,14,203325
23,147,203411
47,14,203460
4,50,203502
39,201,203531
18,93,203626
23,255,203664
18,96,203738
23,109,203784
25,61,203809
24,164,203966
18,97,204087
1,70,204101
23,147,204139
19,175,204160
42,48,204266
23,27,204736
23,147,204736
23,109,204847
32,14,204860
31,100,205088
23,27,205088
55,187,205531
23,109,205570
31,100,205574
21,257,205616
55,107,205642
1,71,205674
1,72,205786
55,187,205876
23,109,205914
27,149,205914
27,148,205914
48,42,206119
77,100,206214
23,95,206267
23,149,206267
55,187,206365
23,27,206389
23,98,206389
32,44,206407
5,254,206570
18,98,206831
19,221,207037
77,58,207530
55,187,207637
23,27,207835
55,217,207878
55,249,207878
23,259,207948
23,59,207948
14,183,208133
55,187,208247
55,250,208247
55,217,208261
55,249,208385
25,61,208467
1,60,208553
14,222,208598
14,223,208605
1,3,208676
3,60,208794
77,100,208849
77,58,208849
55,249,208871
48,42,208978
55,187,208997
55,217,208997
25,60,209300
61,60,209358
55,249,209369
1,3,209400
77,100,209453
13,170,209583
1,3,209887
3,1,209963
55,187,209971
15,1,210033
77,58,210145
1,3,210147
32,72,210228
14,186,210273
1,3,210391
77,100,210401
18,65,210405
14,186,210641
55,186,210652
25,61,210733
18,65,210738
55,230,210898
55,249,210898
14,224,211102
18,65,211109
3,1,211179
13,170,211208
14,186,211234
55,187,211245
55,251,211245
15,1,211350
55,230,211370
18,65,211372
77,100,211454
14,225,211479
3,1,211564
13,170,211594
55,217,211727
55,249,211727
15,1,211731
14,225,211823
25,61,211841
55,41,211857
14,226,211938
1,3,211943
61,25,211949
18,65,211984
19,221,212053
1,60,212059
61,60,212088
4,35,212154
3,60,212157
77,100,212158
14,186,212174
13,170,212189
35,4,212190
3,1,212283
14,186,212424
13,170,212554
4,35,212652
77,100,212779
15,1,212913
24,165,212929
31,166,213103
4,35,213131
1,60,213133
13,170,213144
14,225,213156
77,58,213164
35,4,213242
1,60,213258
1,3,213258
31,165,213346
24,165,213418
43,10,213443
24,166,213527
19,221,213590
14,227,213628
14,225,213628
13,170,213632
31,166,213706
14,228,213745
14,230,213745
4,35,213827
24,165,213903
14,229,213984
77,100,214007
31,166,214075
1,60,214076
14,228,214114
24,166,214122
77,58,214226
14,229,214231
1,3,214450
13,170,214459
31,166,214560
55,252,214680
19,221,214689
31,165,214692
14,226,214722
3,1,214791
24,165,214830
4,35,214901
39,166,214902
77,58,214934
77,100,214934
25,61,214938
1,60,215036
31,165,215052
24,166,215064
14,226,215070
14,227,215183
39,166,215256
1,3,215273
13,170,215418
14,229,215533
31,24,215543
24,165,215547
24,39,215659
19,221,215679
77,237,215763
77,58,215763
14,231,215773
3,1,215779
24,165,215782
24,31,215782
24,39,215789
39,24,215885
77,58,215893
3,1,216036
19,221,216058
77,58,216274
13,170,216389
24,165,216398
24,39,216398
48,76,216509
3,1,216515
77,58,216628
24,165,216652
14,226,216717
1,60,216834
24,39,216910
1,60,217187
3,1,217241
24,165,217275
1,3,217301
24,31,217405
25,61,217405
3,1,217485
13,170,217495
24,165,217532
15,1,217663
1,3,217783
3,1,217864
1,60,217901
39,24,217963
35,4,218022
25,61,218037
24,165,218366
1,60,218496
13,170,218786
24,39,219104
16,190,219116
13,170,219150
1,3,219188
15,1,219359
1,60,219446
1,3,219453
13,170,219755
1,60,220063
1,3,220196
24,31,220213
31,165,220382
13,170,220432
15,1,220447
31,165,220529
19,221,220652
39,24,220741
24,165,220953
24,39,221063
39,24,221093
26,14,221268
24,31,221290
48,76,221409
15,1,221409
31,165,221420
1,60,221493
13,170,221528
14,26,221532
9,99,221692
19,221,221839
1,3,221844
13,170,221878
9,99,221952
24,165,222009
24,39,222009
39,24,222045
1,60,222090
14,26,222150
13,170,222154
3,1,222191
16,191,222213
1,3,222215
9,99,222336
14,26,222397
31,165,222401
39,24,222412
16,191,222477
13,170,222538
48,76,222625
13,170,222659
26,14,222672
24,39,222707
15,60,222734
24,31,222823
39,24,222911
1,3,222919
39,24,223271
31,165,223288
24,31,223554
16,191,223586
39,24,223785
26,14,223790
3,1,223814
13,170,223847
31,165,223896
1,3,223905
1,60,223912
14,26,224038
48,76,224044
24,165,224054
25,61,224087
24,39,224179
15,60,224293
13,170,224330
26,14,224395
39,24,224405
15,1,224412
1,3,224413
8,252,224489
13,170,224566
31,165,224741
14,26,224775
48,76,224865
39,24,224884
15,60,224899
8,252,225190
1,60,225271
13,170,225510
48,76,225589
1,3,225626
15,60,225753
24,39,225798
31,165,225852
8,252,225914
1,60,225990
1,3,225997
1,3,226241
26,14,226247
24,165,226268
3,1,226347
19,221,226488
1,60,226491
15,60,226495
24,31,226518
13,170,226571
26,14,226603
1,3,226627
39,24,226687
15,60,226844
8,252,226877
1,3,226995
31,165,227062
48,76,227345
1,3,227346
15,60,227453
24,39,227468
24,165,227468
14,26,227551
1,15,227597
26,14,227684
15,60,227701
8,252,227731
31,24,227790
13,170,227795
39,24,227884
35,4,228046
1,3,228103
31,24,228261
3,1,228263
13,170,228297
31,165,228380
19,221,228411
48,76,228428
1,3,228435
24,165,228451
13,170,228559
14,26,228605
26,14,228764
35,4,228774
24,39,228797
8,252,228931
39,24,228973
15,60,229011
14,26,229088
26,14,229128
31,165,229220
24,39,229392
26,14,229495
8,252,229544
14,26,229560
1,60,229621
24,165,229759
14,26,229834
39,24,229950
1,60,229960
1,3,229960
8,252,230016
15,60,230053
1,3,230090
14,26,230206
26,14,230216
31,165,230310
13,170,230317
8,252,230368
24,165,230369
24,39,230369
15,60,230417
